Designator,Mid X,Mid Y,Layer,Rotation
C3,94.73,98.05,Bottom,0.0
C4,94.72,96.61,Bottom,0.0
U1,101.03,88.26,Bottom,180.0
U7,95.88,24.66,Bottom,180.0
U9,78.88,24.66,Bottom,180.0
U11,61.88,24.66,Bottom,180.0
U13,44.88,24.66,Bottom,180.0
